Label,Element,Average,STD,Aa,Bb,A,B,Ar,Br,R,C,b,Cr
70360,Cr 357.868,4.234999999999999,2.7506453788156695,,,6.18,2.29,,,,,,
70360,Cu 324.754,9.905,3.6698841943581817,,,7.31,12.5,,,,,,
70360,Cu 327.395,10.46,3.4223968209428914,,,8.04,12.88,,,,,,
70360,Fe 238.204,272.875,5.692209588551676,,,268.85,276.9,,,,,,
70360,Hg 184.887,,,,,,,,,,,,
70360,Hg 194.164,-1.73,2.022325394193526,,,-0.3,-3.16,,,,,,
70360,K 766.491,97426.08,2627.5946567535943,,,95568.09,99284.07,,,,,,
70360,Mg 279.553,6392.635,142.20624476442634,,,6292.08,6493.19,,,,,,
70360,Mg 285.213,6483.655000000001,151.4127750554755,,,6376.59,6590.72,,,,,,
70360,Mg 383.230,,,,,,,,,,,,
70360,Mn 257.610,11.57,0.4101219330881976,,,11.28,11.86,,,,,,
70360,Mn 346.032,,,,,,,,,,,,
70360,Mo 202.032,0.175,0.19091883092036782,,,0.31,0.04,,,,,,
70360,Mo 204.598,1.0050000000000001,1.9869700551341989,,,2.41,-0.4,,,,,,
70360,Mo 313.259,1.585,2.3263813101037414,,,-0.06,3.23,,,,,,
70360,Na 588.995,26710.300000000003,762.4732421534536,,,26171.15,27249.45,,,,,,
70360,Na 589.592,27791.614999999998,647.8583039909287,,,27333.51,28249.72,,,,,,
70360,Ni 225.385,2.23,5.260874452027913,,,5.95,-1.49,,,,,,
70360,Ni 227.877,-24.11,0.4101219330881964,,,-23.82,-24.4,,,,,,
70360,P 213.618,2241.9,53.32999343708946,,,2204.19,2279.61,,,,,,
70360,P 215.294,,,,,,,,,,,,
70360,P 255.491,,,,,,,,,,,,
70360,Pb 220.353,6.045,1.4071424945612299,,,5.05,7.04,,,,,,
70360,Pb 266.315,,,,,,,,,,,,
70360,Pb 363.957,,,,,,,,,,,,
70360,Sb 206.834,12.07,0.5232590180780453,,,12.44,11.7,,,,,,
70360,Si 251.611,1554.405,101.16576718435947,,,1482.87,1625.94,,,,,,
70360,Sn 189.925,17.759999999999998,20.66166014627092,,,32.37,3.15,,,,,,
70360,Ti 336.122,32.845,19.8060609410352,,,46.85,18.84,,,,,,
70360,V 319.068,1.055,0.9404520189781082,,,1.72,0.39,,,,,,
70360,Zn 213.857,77.01,3.0688434303496184,,,74.84,79.18,,,,,,
70360,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
70361,Ag 328.068,,,,,,,,,,,,
70361,Al 308.215,73.09,4.468914857098976,,,76.25,69.93,,,,,,
70361,As 188.980,,,,,,,,,,,,
70361,As 193.696,44.129999999999995,1.0889444430272825,,,43.36,44.9,,,,,,
70361,B 249.772,28.68,1.2869343417595167,,,29.59,27.77,,,,,,
70361,Ca 422.673,16824.65,522.014510143158,,,17193.77,16455.53,,,,,,
70361,Ca 430.253,17870.21,521.8023781088,,,18239.18,17501.24,,,,,,
70361,Ca 643.907,,,,,,,,,,,,
70361,Cd 214.439,1.92,0.014142135623730963,,,1.91,1.93,,,,,,
70361,Co 231.497,3.6399999999999997,6.066976182580578,,,7.93,-0.65,,,,,,
70361,Co 258.033,2.54,0.7353910524340095,,,2.02,3.06,,,,,,
70361,Cr 266.602,1.405,0.6858935777509511,,,1.89,0.92,,,,,,
70361,Cr 267.716,4.76,0.7919595949289333,,,5.32,4.2,,,,,,
70361,Cr 357.868,3.6,2.1496046148071044,,,5.12,2.08,,,,,,
70361,Cu 324.754,11.525,0.9121677477306457,,,12.17,10.88,,,,,,
70361,Cu 327.395,13.135,2.043538597629123,,,14.58,11.69,,,,,,
70361,Fe 238.204,127.35,3.6628131265463106,,,129.94,124.76,,,,,,
70361,Hg 184.887,,,,,,,,,,,,
70361,Hg 194.164,-1.155,1.308147545195113,,,-0.23,-2.08,,,,,,
70361,K 766.491,39918.25,1854.8259398660532,,,41229.81,38606.69,,,,,,
70361,Mg 279.553,7113.46,254.3180249215536,,,7293.29,6933.63,,,,,,
70361,Mg 285.213,7213.305,273.9685223707277,,,7407.03,7019.58,,,,,,
70361,Mg 383.230,,,,,,,,,,,,
70361,Mn 257.610,16.79,0.2969848480983512,,,16.58,17.0,,,,,,
70361,Mn 346.032,,,,,,,,,,,,
70361,Mo 202.032,-1.885,1.3364318164425748,,,-0.94,-2.83,,,,,,
70361,Mo 204.598,5.535,1.2232947314527276,,,4.67,6.4,,,,,,
70361,Mo 313.259,2.585,1.0960155108391485,,,3.36,1.81,,,,,,
70361,Na 588.995,10902.85,502.49836298240774,,,11258.17,10547.53,,,,,,
70361,Na 589.592,11101.83,520.1618903764473,,,11469.64,10734.02,,,,,,
70361,Ni 225.385,4.05,1.9798989873223334,,,2.65,5.45,,,,,,
70361,Ni 227.877,-28.33,7.410479066835018,,,-33.57,-23.09,,,,,,
70361,P 213.618,2025.38,102.06379279646637,,,2097.55,1953.21,,,,,,
70361,P 215.294,,,,,,,,,,,,
70361,P 255.491,,,,,,,,,,,,
70361,Pb 220.353,7.825,0.1343502884254437,,,7.73,7.92,,,,,,
70361,Pb 266.315,,,,,,,,,,,,
70361,Pb 363.957,,,,,,,,,,,,
70361,Sb 206.834,12.655000000000001,10.528819971867694,,,20.1,5.21,,,,,,
70361,Si 251.611,389.73,7.72160605055711,,,384.27,395.19,,,,,,
70361,Sn 189.925,8.125,3.316330803764908,,,10.47,5.78,,,,,,
70361,Ti 336.122,12.010000000000002,2.884995667241114,,,9.97,14.05,,,,,,
70361,V 319.068,1.02,0.7212489168102785,,,0.51,1.53,,,,,,
70361,Zn 213.857,85.75,3.394112549695436,,,88.15,83.35,,,,,,
70361,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
98714 r,Ag 328.068,,,,,,,,,,,,
98714 r,Al 308.215,,,,,,,,,,,,
98714 r,As 188.980,,,,,,,,,,,,
98714 r,As 193.696,,,,,,,,,,,,
98714 r,B 249.772,,,,,,,,,,,,
98714 r,Ca 422.673,,,,,,,,,,,,
98714 r,Ca 430.253,,,,,,,,,,,,
98714 r,Ca 643.907,,,,,,,,,,,,
98714 r,Cd 214.439,,,,,,,,,,,,
98714 r,Co 231.497,,,,,,,,,,,,
98714 r,Co 258.033,,,,,,,,,,,,
98714 r,Cr 266.602,,,,,,,,,,,,
98714 r,Cr 267.716,,,,,,,,,,,,
98714 r,Cr 357.868,,,,,,,,,,,,
98714 r,Cu 324.754,,,,,,,,,,,,
98714 r,Cu 327.395,,,,,,,,,,,,
98714 r,Fe 238.204,,,,,,,,,,,,
98714 r,Hg 184.887,,,,,,,,,,,,
98714 r,Hg 194.164,,,,,,,,,,,,
98714 r,K 766.491,,,,,,,,,,,,
98714 r,Mg 279.553,,,,,,,,,,,,
98714 r,Mg 285.213,,,,,,,,,,,,
98714 r,Mg 383.230,,,,,,,,,,,,
98714 r,Mn 257.610,,,,,,,,,,,,
98714 r,Mn 346.032,,,,,,,,,,,,
98714 r,Mo 202.032,,,,,,,,,,,,
98714 r,Mo 204.598,,,,,,,,,,,,
98714 r,Mo 313.259,,,,,,,,,,,,
98714 r,Na 588.995,,,,,,,,,,,,
98714 r,Na 589.592,,,,,,,,,,,,
98714 r,Ni 225.385,,,,,,,,,,,,
98714 r,Ni 227.877,,,,,,,,,,,,
98714 r,P 213.618,,,,,,,,,,,,
98714 r,P 215.294,,,,,,,,,,,,
98714 r,P 255.491,,,,,,,,,,,,
98714 r,Pb 220.353,,,,,,,,,,,,
98714 r,Pb 266.315,,,,,,,,,,,,
98714 r,Pb 363.957,,,,,,,,,,,,
98714 r,Sb 206.834,,,,,,,,,,,,
98714 r,Si 251.611,,,,,,,,,,,,
98714 r,Sn 189.925,,,,,,,,,,,,
98714 r,Ti 336.122,,,,,,,,,,,,
98714 r,V 319.068,,,,,,,,,,,,
98714 r,Zn 213.857,,,,,,,,,,,,
98714 r,Zn 472.215,,,,,,,,,,,,
,,,,,,,,,,,,,
