Label,Type,Date Time,Element,Element Label,Flags,Unadjusted Data,Concentration,Unit,Intensity,Concentration SD,Concentration %RSD,Intensity SD,Intensity %RSD,Weight,Volume,Dilution,Internal Standard,Lims ID,Customer,Customer Ref.,Sample Date Time,Sample Site,Description,Replicates,Concentration Replicate 1,Concentration Replicate 2,Concentration Replicate 3,Intensity Replicate 1,Intensity Replicate 2,Intensity Replicate 3,Flags Replicate 1,Flags Replicate 2,Flags Replicate 3
36465 A,Sample,15/01/2021 18:58:59,B 249.772,B,,0.19,81.11,ppm,1678.1,0.76,0.94,15.15,0.90,0.0566,5,4.941548,-,,,,,,,3,80.86,81.96,80.51,1673.08,1695.12,1666.09,,,
36465 A,Sample,15/01/2021 18:58:59,Ca 422.673,Ca,o,150.21,65570.35,ppm,691803.26,984.74,1.50,10387.46,1.50,0.0566,5,4.941548,-,,,,,,,3,64572.38,66541.30,65597.36,681276.27,702045.33,692088.19,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36465 B,Sample,15/01/2021 19:00:38,Ag 328.068,Ag,u,0.00,-0.71,ppm,14.73,0.64,89.63,15.21,> 100.00,0.0548,5,4.636632,-,,,,,,,3,-1.11,-1.05,0.02,5.19,6.72,32.26,u,u,
36465 B,Sample,15/01/2021 19:00:38,Al 308.215,Al,,10.24,4333.53,ppm,11568.81,20.85,0.48,55.51,0.48,0.0548,5,4.636632,-,,,,,,,3,4326.16,4317.37,4357.07,11549.19,11525.78,11631.47,,,
36465 B,Sample,15/01/2021 19:00:38,As 188.980,As,,0.03,12.78,ppm,19.92,6.32,49.42,5.88,29.51,0.0548,5,4.636632,-,,,,,,,3,17.41,5.59,15.36,24.22,13.22,22.32,,,
36465 B,Sample,15/01/2021 19:00:38,As 193.696,As,,0.02,8.53,ppm,14.01,2.19,25.70,1.88,13.43,0.0548,5,4.636632,-,,,,,,,3,7.63,11.02,6.92,13.24,16.15,12.63,,,
36465 B,Sample,15/01/2021 19:00:38,B 249.772,B,,0.17,73.43,ppm,1571.44,0.83,1.13,17.17,1.09,0.0548,5,4.636632,-,,,,,,,3,73.34,72.64,74.30,1569.54,1555.29,1589.48,,,
36465 B,Sample,15/01/2021 19:00:38,Ca 422.673,Ca,o,140.05,59247.06,ppm,645019.36,468.20,0.79,5096.17,0.79,0.0548,5,4.636632,-,,,,,,,3,59307.10,58751.73,59682.34,645672.88,639627.95,649757.24,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98688 A,Sample,15/01/2021 20:26:16,Ag 328.068,Ag,u,0.00,-0.39,ppm,23.42,0.47,121.29,10.03,42.84,0.0498,5,4.722864,-,,,,,,,3,-0.93,-0.17,-0.07,11.9,28.08,30.27,u,u,u
98688 A,Sample,15/01/2021 20:26:16,Al 308.215,Al,,0.22,103.93,ppm,280.11,6.91,6.65,16.42,5.86,0.0498,5,4.722864,-,,,,,,,3,98.84,111.80,101.15,268.02,298.8,273.52,,,
98688 A,Sample,15/01/2021 20:26:16,As 188.980,As,,0.04,20.10,ppm,24.71,8.04,40.02,6.68,27.02,0.0498,5,4.722864,-,,,,,,,3,13.77,17.37,29.15,19.46,22.44,32.22,,,
98688 A,Sample,15/01/2021 20:26:16,As 193.696,As,,0.03,16.22,ppm,19.11,10.06,62.07,7.71,40.35,0.0498,5,4.722864,-,,,,,,,3,25.40,5.46,17.79,26.14,10.87,20.31,,,
98688 A,Sample,15/01/2021 20:26:16,B 249.772,B,u,0.00,-0.25,ppm,53.73,0.34,137.89,6.29,11.71,0.0498,5,4.722864,-,,,,,,,3,-0.64,-0.10,0.00,46.55,56.39,58.25,u,u,u
98688 A,Sample,15/01/2021 20:26:16,Ca 422.673,Ca,,1.94,921.93,ppm,9091.67,6.48,0.70,62.89,0.69,0.0498,5,4.722864,-,,,,,,,3,922.19,928.28,915.33,9094.15,9153.28,9027.57,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98688 B,Sample,15/01/2021 20:27:55,Ag 328.068,Ag,u,0.00,-0.08,ppm,29.86,0.57,736.32,13.46,45.06,0.053,5,4.485491,-,,,,,,,3,-0.59,0.53,-0.17,17.62,44.27,27.69,u,,u
98688 B,Sample,15/01/2021 20:27:55,Al 308.215,Al,,0.09,39.91,ppm,139.51,7.37,18.47,19.61,14.06,0.053,5,4.485491,-,,,,,,,3,31.57,42.63,45.53,117.3,146.74,154.47,,,
98688 B,Sample,15/01/2021 20:27:55,As 188.980,As,u,0.02,7.03,ppm,14.56,11.14,158.46,10.36,71.14,0.053,5,4.485491,-,,,,,,,3,18.99,-3.06,5.16,25.68,5.18,12.82,,u,
98688 B,Sample,15/01/2021 20:27:55,As 193.696,As,u,0.02,8.85,ppm,14.28,14.67,165.83,12.6,88.20,0.053,5,4.485491,-,,,,,,,3,-4.85,7.07,24.33,2.52,12.75,27.57,u,,
98688 B,Sample,15/01/2021 20:27:55,B 249.772,B,u,0.00,0.12,ppm,60.83,0.27,217.16,5.51,9.06,0.053,5,4.485491,-,,,,,,,3,0.38,-0.16,0.15,66.04,55.07,61.38,,u,
98688 B,Sample,15/01/2021 20:27:55,Ca 422.673,Ca,,1.52,643.69,ppm,7143.39,4.76,0.74,51.82,0.73,0.053,5,4.485491,-,,,,,,,3,638.20,646.76,646.11,7083.69,7176.78,7169.69,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98693 A,Sample,15/01/2021 20:29:34,Ag 328.068,Ag,u,0.00,0.87,ppm,48.65,1.30,150.63,25.54,52.51,0.0502,5,5.152682,-,,,,,,,3,-0.15,2.33,0.41,28.69,77.43,39.81,u,,
98693 A,Sample,15/01/2021 20:29:34,Al 308.215,Al,,0.83,426.35,ppm,968.82,6.68,1.57,14.66,1.51,0.0502,5,5.152682,-,,,,,,,3,432.56,419.29,427.20,982.45,953.32,970.68,,,
98693 A,Sample,15/01/2021 20:29:34,As 188.980,As,,0.02,7.77,ppm,13.98,4.57,58.80,3.5,25.05,0.0502,5,5.152682,-,,,,,,,3,4.16,6.24,12.91,11.22,12.81,17.92,,,
98693 A,Sample,15/01/2021 20:29:34,As 193.696,As,u,0.01,2.59,ppm,8.52,8.27,318.88,5.85,68.70,0.0502,5,5.152682,-,,,,,,,3,9.20,-6.68,5.26,13.2,1.96,10.41,,u,
98693 A,Sample,15/01/2021 20:29:34,B 249.772,B,,0.03,16.46,ppm,337.82,0.38,2.29,6.39,1.89,0.0502,5,5.152682,-,,,,,,,3,16.49,16.06,16.81,338.48,331.12,343.85,,,
98693 A,Sample,15/01/2021 20:29:34,Ca 422.673,Ca,o,302.88,155443.10,ppm,1394824.58,1149.55,0.74,10314.14,0.74,0.0502,5,5.152682,-,,,,,,,3,156350.22,155828.78,154150.31,1402963.53,1398285.02,1383225.18,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98693 B,Sample,15/01/2021 20:31:12,Ag 328.068,Ag,u,0.00,0.06,ppm,33.1,0.45,723.61,10.17,30.73,0.052,5,4.603646,-,,,,,,,3,0.50,-0.40,0.08,43.02,22.7,33.57,,u,
98693 B,Sample,15/01/2021 20:31:12,Al 308.215,Al,,1.30,575.29,ppm,1496.85,2.99,0.52,7.61,0.51,0.052,5,4.603646,-,,,,,,,3,573.70,578.75,573.44,1492.79,1505.63,1492.13,,,
98693 B,Sample,15/01/2021 20:31:12,As 188.980,As,,0.02,8.69,ppm,15.75,7.95,91.46,7.07,44.86,0.052,5,4.603646,-,,,,,,,3,4.76,17.83,3.47,12.26,23.88,11.11,,,
98693 B,Sample,15/01/2021 20:31:12,As 193.696,As,,0.01,5.64,ppm,11.31,3.33,59.00,2.73,24.13,0.052,5,4.603646,-,,,,,,,3,1.88,6.85,8.19,8.22,12.31,13.4,,,
98693 B,Sample,15/01/2021 20:31:12,B 249.772,B,,0.03,15.26,ppm,358.87,0.11,0.69,2.08,0.58,0.052,5,4.603646,-,,,,,,,3,15.26,15.37,15.16,358.92,360.93,356.77,,,
98693 B,Sample,15/01/2021 20:31:12,Ca 422.673,Ca,o,325.36,144025.25,ppm,1498355.35,1390.59,0.97,14465.57,0.97,0.052,5,4.603646,-,,,,,,,3,143223.43,143221.35,145630.96,1490014.5,1489992.8,1515058.75,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36621 A r,Sample,15/01/2021 19:05:34,Ag 328.068,Ag,u,0.00,-0.01,ppm,20.81,0.01,125.15,13.62,65.44,0.532702,1,5.670151,-,,,,,,,3,-0.03,0.00,0.00,5.16,27.36,29.91,u,u,u
36621 A r,Sample,15/01/2021 19:05:34,Al 308.215,Al,,3.78,40.29,ppm,4295.56,0.10,0.26,11.09,0.26,0.532702,1,5.670151,-,,,,,,,3,40.41,40.24,40.21,4308.24,4290.82,4287.63,,,
36621 A r,Sample,15/01/2021 19:05:34,As 188.980,As,,0.04,0.39,ppm,22.27,0.30,77.75,11.07,49.73,0.532702,1,5.670151,-,,,,,,,3,0.66,0.43,0.07,32.38,23.99,10.43,,,
36621 A r,Sample,15/01/2021 19:05:34,As 193.696,As,,0.04,0.44,ppm,21.6,0.33,76.38,11.39,52.73,0.532702,1,5.670151,-,,,,,,,3,0.06,0.57,0.68,8.62,26.25,29.93,,,
36621 A r,Sample,15/01/2021 19:05:34,B 249.772,B,,0.05,0.49,ppm,458.47,0.01,2.80,11.21,2.45,0.532702,1,5.670151,-,,,,,,,3,0.48,0.50,0.48,449.2,470.93,455.27,,,
36621 A r,Sample,15/01/2021 19:05:34,Ca 422.673,Ca,,36.59,389.49,ppm,168636.88,2.09,0.54,905.13,0.54,0.532702,1,5.670151,-,,,,,,,3,390.12,387.16,391.20,168906.64,167627.55,169376.47,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36621 B r,Sample,15/01/2021 19:07:13,Ag 328.068,Ag,u,0.00,-0.01,ppm,17.7,0.01,97.55,13.65,77.11,0.532702,1,5.319115,-,,,,,,,3,0.00,-0.02,-0.02,33.42,10.76,8.92,,u,u
36621 B r,Sample,15/01/2021 19:07:13,Al 308.215,Al,,4.42,44.18,ppm,5015.64,0.06,0.14,7.04,0.14,0.532702,1,5.319115,-,,,,,,,3,44.13,44.25,44.16,5009.89,5023.49,5013.53,,,
36621 B r,Sample,15/01/2021 19:07:13,As 188.980,As,,0.04,0.37,ppm,22.65,0.30,80.20,11.73,51.78,0.532702,1,5.319115,-,,,,,,,3,0.67,0.08,0.36,34.59,11.15,22.2,,,
36621 B r,Sample,15/01/2021 19:07:13,As 193.696,As,u,0.01,0.08,ppm,9.42,0.22,295.47,8.07,85.72,0.532702,1,5.319115,-,,,,,,,3,-0.15,0.08,0.30,1.29,9.54,17.43,u,,
36621 B r,Sample,15/01/2021 19:07:13,B 249.772,B,,0.05,0.54,ppm,530.95,0.01,2.45,11.6,2.18,0.532702,1,5.319115,-,,,,,,,3,0.54,0.55,0.53,533.88,540.81,518.17,,,
36621 B r,Sample,15/01/2021 19:07:13,Ca 422.673,Ca,,42.64,425.77,ppm,196483.94,2.44,0.57,1123.09,0.57,0.532702,1,5.319115,-,,,,,,,3,427.18,427.16,422.95,197135.76,197128.95,195187.11,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36622 A R,Sample,15/01/2021 19:12:35,Ag 328.068,Ag,u,0.00,-0.01,ppm,23.9,0.01,231.47,18.04,75.48,0.648425,1,4.432862,-,,,,,,,3,-0.02,0.00,0.00,3.36,31.14,37.19,u,u,
36622 A R,Sample,15/01/2021 19:12:35,Al 308.215,Al,,0.43,2.95,ppm,518.59,0.12,4.06,19.69,3.80,0.648425,1,4.432862,-,,,,,,,3,2.93,3.07,2.84,516.03,539.43,500.3,,,
36622 A R,Sample,15/01/2021 19:12:35,As 188.980,As,,0.03,0.18,ppm,18.12,0.00,1.39,0.14,0.77,0.648425,1,4.432862,-,,,,,,,3,0.18,0.18,0.17,18.15,18.23,17.96,,,
36622 A R,Sample,15/01/2021 19:12:35,As 193.696,As,,0.01,0.05,ppm,9.56,0.02,44.27,1.27,13.30,0.648425,1,4.432862,-,,,,,,,3,0.08,0.06,0.03,10.68,9.81,8.18,,,
36622 A R,Sample,15/01/2021 19:12:35,B 249.772,B,,0.01,0.09,ppm,175.84,0.01,12.76,15.0,8.53,0.648425,1,4.432862,-,,,,,,,3,0.08,0.10,0.10,159.11,180.33,188.07,,,
36622 A R,Sample,15/01/2021 19:12:35,Ca 422.673,Ca,o,77.92,532.68,ppm,358930.79,2.31,0.43,1559.03,0.43,0.648425,1,4.432862,-,,,,,,,3,533.54,530.05,534.44,359510.57,357164.93,360116.86,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36622 B R,Sample,15/01/2021 19:14:14,Ag 328.068,Ag,u,0.00,-0.01,ppm,21.89,0.01,95.62,9.38,42.84,0.648425,1,5.456952,-,,,,,,,3,0.00,0.00,-0.02,25.74,28.72,11.2,u,u,u
36622 B R,Sample,15/01/2021 19:14:14,Al 308.215,Al,,0.35,2.97,ppm,430.52,0.04,1.49,5.91,1.37,0.648425,1,5.456952,-,,,,,,,3,2.92,3.00,2.99,423.72,434.39,433.45,,,
36622 B R,Sample,15/01/2021 19:14:14,As 188.980,As,u,0.01,0.09,ppm,12.34,0.14,152.35,6.57,53.24,0.648425,1,5.456952,-,,,,,,,3,0.24,0.06,-0.03,19.47,10.99,6.55,,,u
36622 B R,Sample,15/01/2021 19:14:14,As 193.696,As,,0.04,0.30,ppm,19.56,0.12,40.20,5.18,26.46,0.648425,1,5.456952,-,,,,,,,3,0.44,0.25,0.21,25.47,17.39,15.82,,,
36622 B R,Sample,15/01/2021 19:14:14,B 249.772,B,,0.01,0.09,ppm,147.43,0.02,20.05,17.87,12.12,0.648425,1,5.456952,-,,,,,,,3,0.10,0.07,0.09,160.57,127.08,154.63,,,
36622 B R,Sample,15/01/2021 19:14:14,Ca 422.673,Ca,o,63.96,538.31,ppm,294680.2,0.59,0.11,320.15,0.11,0.648425,1,5.456952,-,,,,,,,3,537.74,538.91,538.28,294367.97,295007.71,294664.93,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36623 A R,Sample,15/01/2021 19:15:53,Ag 328.068,Ag,u,0.00,0.00,ppm,28.91,0.01,457.10,12.72,43.99,0.502488,1,5.654621,-,,,,,,,3,0.00,0.01,-0.02,32.32,39.57,14.83,,,u
36623 A R,Sample,15/01/2021 19:15:53,Al 308.215,Al,,2.42,27.19,ppm,2754.3,0.11,0.41,11.22,0.41,0.502488,1,5.654621,-,,,,,,,3,27.14,27.32,27.12,2748.8,2767.21,2746.9,,,
36623 A R,Sample,15/01/2021 19:15:53,As 188.980,As,,0.01,0.11,ppm,11.73,0.05,50.81,1.88,16.05,0.502488,1,5.654621,-,,,,,,,3,0.14,0.13,0.04,13.06,12.56,9.58,,,
36623 A R,Sample,15/01/2021 19:15:53,As 193.696,As,,0.03,0.31,ppm,16.79,0.10,32.62,3.3,19.63,0.502488,1,5.654621,-,,,,,,,3,0.31,0.21,0.41,16.82,13.48,20.07,,,
36623 A R,Sample,15/01/2021 19:15:53,B 249.772,B,,0.04,0.43,ppm,387.92,0.01,2.01,6.61,1.70,0.502488,1,5.654621,-,,,,,,,3,0.43,0.43,0.42,392.64,390.75,380.36,,,
36623 A R,Sample,15/01/2021 19:15:53,Ca 422.673,Ca,,34.49,388.17,ppm,158973.97,3.70,0.95,1512.35,0.95,0.502488,1,5.654621,-,,,,,,,3,384.01,391.08,389.41,157272.54,160165.36,159484.02,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36623 B R,Sample,15/01/2021 19:17:32,Ag 328.068,Ag,u,0.00,-0.02,ppm,15.85,0.01,71.09,11.26,71.01,0.502488,1,4.884254,-,,,,,,,3,0.00,-0.02,-0.02,28.44,6.75,12.37,u,u,u
36623 B R,Sample,15/01/2021 19:17:32,Al 308.215,Al,,2.77,26.96,ppm,3156.58,0.16,0.58,17.99,0.57,0.502488,1,4.884254,-,,,,,,,3,27.05,27.05,26.78,3167.32,3166.6,3135.81,,,
36623 B R,Sample,15/01/2021 19:17:32,As 188.980,As,u,0.04,0.38,ppm,23.34,0.39,104.22,15.96,68.39,0.502488,1,4.884254,-,,,,,,,3,0.42,0.75,-0.04,25.12,38.34,6.56,,,u
36623 B R,Sample,15/01/2021 19:17:32,As 193.696,As,,0.04,0.43,ppm,22.61,0.11,26.54,4.22,18.69,0.502488,1,4.884254,-,,,,,,,3,0.56,0.37,0.35,27.47,20.48,19.87,,,
36623 B R,Sample,15/01/2021 19:17:32,B 249.772,B,,0.04,0.44,ppm,448.93,0.01,1.63,6.36,1.42,0.502488,1,4.884254,-,,,,,,,3,0.43,0.44,0.43,447.87,455.75,443.17,,,
36623 B R,Sample,15/01/2021 19:17:32,Ca 422.673,Ca,,39.80,386.89,ppm,183420.67,1.55,0.40,734.86,0.40,0.502488,1,4.884254,-,,,,,,,3,386.08,388.68,385.91,183035.12,184268.07,182958.81,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624 A R,Sample,15/01/2021 19:20:49,Ag 328.068,Ag,u,0.00,-0.01,ppm,20.07,0.01,108.77,12.64,62.99,0.686016,1,5.338567,-,,,,,,,3,0.00,-0.02,-0.01,34.49,10.92,14.8,,u,u
36624 A R,Sample,15/01/2021 19:20:49,Al 308.215,Al,,0.12,0.93,ppm,167.74,0.08,8.27,11.11,6.63,0.686016,1,5.338567,-,,,,,,,3,1.01,0.86,0.91,179.75,157.83,165.64,,,
36624 A R,Sample,15/01/2021 19:20:49,As 188.980,As,,0.04,0.28,ppm,22.24,0.19,66.50,9.46,42.51,0.686016,1,5.338567,-,,,,,,,3,0.27,0.47,0.10,21.66,31.98,13.09,,,
36624 A R,Sample,15/01/2021 19:20:49,As 193.696,As,,0.05,0.36,ppm,23.49,0.30,83.05,13.96,59.42,0.686016,1,5.338567,-,,,,,,,3,0.02,0.51,0.55,7.42,30.5,32.56,,,
36624 A R,Sample,15/01/2021 19:20:49,B 249.772,B,,0.01,0.11,ppm,176.85,0.00,0.11,0.13,0.07,0.686016,1,5.338567,-,,,,,,,3,0.11,0.11,0.11,176.99,176.8,176.74,,,
36624 A R,Sample,15/01/2021 19:20:49,Ca 422.673,Ca,o,103.38,804.53,ppm,476193.06,3.14,0.39,1855.76,0.39,0.686016,1,5.338567,-,,,,,,,3,807.18,805.34,801.07,477760.7,476674.45,474144.04,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36624 B R,Sample,15/01/2021 19:22:28,Ag 328.068,Ag,u,0.00,-0.01,ppm,20.05,0.02,187.03,21.77,> 100.00,0.686016,1,5.218823,-,,,,,,,3,-0.01,0.01,-0.02,16.34,43.44,0.38,u,,u
36624 B R,Sample,15/01/2021 19:22:28,Al 308.215,Al,,0.12,0.92,ppm,168.79,0.10,11.43,15.49,9.18,0.686016,1,5.218823,-,,,,,,,3,1.00,0.94,0.80,181.82,172.88,151.66,,,
36624 B R,Sample,15/01/2021 19:22:28,As 188.980,As,,0.04,0.29,ppm,23.2,0.08,25.91,3.93,16.95,0.686016,1,5.218823,-,,,,,,,3,0.38,0.27,0.23,27.6,21.97,20.03,,,
36624 B R,Sample,15/01/2021 19:22:28,As 193.696,As,,0.04,0.34,ppm,22.99,0.04,12.29,2.0,8.72,0.686016,1,5.218823,-,,,,,,,3,0.29,0.37,0.36,20.68,24.31,23.97,,,
36624 B R,Sample,15/01/2021 19:22:28,B 249.772,B,,0.01,0.10,ppm,176.87,0.00,4.57,5.41,3.06,0.686016,1,5.218823,-,,,,,,,3,0.11,0.10,0.10,182.99,174.92,172.7,,,
36624 B R,Sample,15/01/2021 19:22:28,Ca 422.673,Ca,o,105.06,799.21,ppm,483898.12,0.96,0.12,583.74,0.12,0.686016,1,5.218823,-,,,,,,,3,799.49,798.14,800.01,484064.5,483249.26,484380.6,o,o,o
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98690 A (NH4OH),Sample,15/01/2021 20:32:51,Ag 328.068,Ag,u,0.00,-0.03,ppm,25.03,0.01,21.27,1.42,5.66,0.5447,4.5,4.920401,-,,,,,,,3,-0.03,-0.02,-0.02,23.43,25.55,26.11,u,u,u
98690 A (NH4OH),Sample,15/01/2021 20:32:51,Al 308.215,Al,,0.08,3.42,ppm,128.08,0.48,14.02,13.29,10.38,0.5447,4.5,4.920401,-,,,,,,,3,3.41,3.91,2.95,127.7,141.55,114.98,,,
98690 A (NH4OH),Sample,15/01/2021 20:32:51,As 188.980,As,,0.05,1.99,ppm,27.3,1.61,81.03,15.61,57.21,0.5447,4.5,4.920401,-,,,,,,,3,0.80,1.34,3.83,15.8,21.02,45.07,,,
98690 A (NH4OH),Sample,15/01/2021 20:32:51,As 193.696,As,,0.12,4.71,ppm,48.73,1.69,36.01,15.14,31.07,0.5447,4.5,4.920401,-,,,,,,,3,4.12,3.38,6.61,43.52,36.88,65.79,,,
98690 A (NH4OH),Sample,15/01/2021 20:32:51,B 249.772,B,u,0.00,-0.01,ppm,57.04,0.03,531.51,6.66,11.67,0.5447,4.5,4.920401,-,,,,,,,3,0.03,-0.01,-0.04,63.72,57.0,50.4,,u,u
98690 A (NH4OH),Sample,15/01/2021 20:32:51,Ca 422.673,Ca,,11.01,447.37,ppm,50816.87,1.62,0.36,183.66,0.36,0.5447,4.5,4.920401,-,,,,,,,3,449.14,445.95,447.04,51016.67,50655.41,50778.53,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98690 B (NH4OH),Sample,15/01/2021 20:34:30,Ag 328.068,Ag,u,0.00,0.04,ppm,40.08,0.06,163.77,13.74,34.28,0.5075,4.5,5.119765,-,,,,,,,3,0.02,-0.02,0.11,36.97,28.16,55.11,,u,
98690 B (NH4OH),Sample,15/01/2021 20:34:30,Al 308.215,Al,,0.06,2.81,ppm,102.88,0.06,2.29,1.59,1.55,0.5075,4.5,5.119765,-,,,,,,,3,2.87,2.75,2.79,104.61,101.48,102.54,,,
98690 B (NH4OH),Sample,15/01/2021 20:34:30,As 188.980,As,,0.04,1.64,ppm,22.25,1.17,71.17,10.12,45.50,0.5075,4.5,5.119765,-,,,,,,,3,2.96,0.74,1.22,33.7,14.48,18.57,,,
98690 B (NH4OH),Sample,15/01/2021 20:34:30,As 193.696,As,,0.06,2.72,ppm,28.48,1.19,43.82,9.55,33.53,0.5075,4.5,5.119765,-,,,,,,,3,3.08,1.39,3.70,31.35,17.82,36.27,,,
98690 B (NH4OH),Sample,15/01/2021 20:34:30,B 249.772,B,u,0.00,-0.09,ppm,41.13,0.03,30.17,5.18,12.59,0.5075,4.5,5.119765,-,,,,,,,3,-0.08,-0.07,-0.12,42.46,45.51,35.42,u,u,u
98690 B (NH4OH),Sample,15/01/2021 20:34:30,Ca 422.673,Ca,,1.62,73.37,ppm,7580.73,0.13,0.17,13.02,0.17,0.5075,4.5,5.119765,-,,,,,,,3,73.50,73.36,73.24,7594.19,7579.82,7568.19,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98691 A (NH4OH),Sample,15/01/2021 20:37:47,Ag 328.068,Ag,u,0.00,-0.03,ppm,24.16,0.11,311.27,23.44,97.02,0.5289,4.5,5.413651,-,,,,,,,3,-0.12,-0.08,0.09,6.5,15.23,50.75,u,u,
98691 A (NH4OH),Sample,15/01/2021 20:37:47,Al 308.215,Al,,0.03,1.22,ppm,63.23,0.88,72.03,21.56,34.10,0.5289,4.5,5.413651,-,,,,,,,3,1.84,1.61,0.21,78.39,72.75,38.55,,,
98691 A (NH4OH),Sample,15/01/2021 20:37:47,As 188.980,As,,0.02,0.86,ppm,15.36,0.28,32.35,2.37,15.45,0.5289,4.5,5.413651,-,,,,,,,3,0.94,1.09,0.55,16.05,17.32,12.72,,,
98691 A (NH4OH),Sample,15/01/2021 20:37:47,As 193.696,As,,0.07,3.32,ppm,32.88,1.78,53.63,14.05,42.73,0.5289,4.5,5.413651,-,,,,,,,3,3.96,4.70,1.31,37.91,43.72,17.01,,,
98691 A (NH4OH),Sample,15/01/2021 20:37:47,B 249.772,B,u,0.00,-0.11,ppm,38.34,0.03,31.50,6.29,16.40,0.5289,4.5,5.413651,-,,,,,,,3,-0.11,-0.14,-0.07,37.18,32.71,45.12,u,u,u
98691 A (NH4OH),Sample,15/01/2021 20:37:47,Ca 422.673,Ca,,1.99,91.55,ppm,9291.62,0.53,0.58,52.77,0.57,0.5289,4.5,5.413651,-,,,,,,,3,90.98,92.02,91.66,9234.5,9338.54,9301.83,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98691 B (NH4OH),Sample,15/01/2021 20:39:26,Ag 328.068,Ag,u,0.00,-0.03,ppm,23.78,0.09,273.25,21.61,90.88,0.511,4.5,4.908318,-,,,,,,,3,0.07,-0.12,-0.05,46.93,4.13,20.29,,u,u
98691 B (NH4OH),Sample,15/01/2021 20:39:26,Al 308.215,Al,,0.08,3.28,ppm,118.7,0.34,10.43,8.91,7.51,0.511,4.5,4.908318,-,,,,,,,3,2.94,3.27,3.62,109.88,118.52,127.7,,,
98691 B (NH4OH),Sample,15/01/2021 20:39:26,As 188.980,As,,0.02,0.83,ppm,15.59,0.42,50.32,3.81,24.42,0.511,4.5,4.908318,-,,,,,,,3,1.28,0.46,0.75,19.7,12.18,14.89,,,
98691 B (NH4OH),Sample,15/01/2021 20:39:26,As 193.696,As,,0.04,1.89,ppm,22.6,0.80,42.48,6.76,29.91,0.511,4.5,4.908318,-,,,,,,,3,1.37,1.49,2.82,18.18,19.25,30.39,,,
98691 B (NH4OH),Sample,15/01/2021 20:39:26,B 249.772,B,u,0.00,-0.09,ppm,41.11,0.04,41.77,7.18,17.46,0.511,4.5,4.908318,-,,,,,,,3,-0.13,-0.06,-0.07,32.91,46.22,44.21,u,u,u
98691 B (NH4OH),Sample,15/01/2021 20:39:26,Ca 422.673,Ca,,3.51,151.69,ppm,16298.75,0.96,0.63,101.78,0.62,0.511,4.5,4.908318,-,,,,,,,3,150.63,151.95,152.49,16186.03,16326.33,16383.9,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98690 A,Sample,15/01/2021 20:43:01,Ag 328.068,Ag,u,0.00,0.03,ppm,39.37,0.12,375.63,28.84,73.25,0.5057,4.5,4.690566,-,,,,,,,3,0.02,-0.08,0.16,35.34,12.76,70.01,,u,
98690 A,Sample,15/01/2021 20:43:01,Al 308.215,Al,,0.07,3.08,ppm,116.51,0.20,6.60,5.49,4.72,0.5057,4.5,4.690566,-,,,,,,,3,3.02,2.92,3.31,114.72,112.14,122.68,,,
98690 A,Sample,15/01/2021 20:43:01,As 188.980,As,,0.06,2.42,ppm,30.81,0.14,5.71,1.3,4.23,0.5057,4.5,4.690566,-,,,,,,,3,2.31,2.37,2.57,29.82,30.33,32.29,,,
98690 A,Sample,15/01/2021 20:43:01,As 193.696,As,,0.05,2.21,ppm,25.89,0.33,14.88,2.86,11.04,0.5057,4.5,4.690566,-,,,,,,,3,2.20,1.88,2.54,25.87,23.03,28.75,,,
98690 A,Sample,15/01/2021 20:43:01,B 249.772,B,u,0.00,0.00,ppm,57.75,0.03,1315.41,7.19,12.45,0.5057,4.5,4.690566,-,,,,,,,3,0.03,0.00,-0.04,64.55,58.47,50.22,,,u
98690 A,Sample,15/01/2021 20:43:01,Ca 422.673,Ca,,1.80,75.09,ppm,8423.22,0.43,0.57,47.58,0.56,0.5057,4.5,4.690566,-,,,,,,,3,74.82,74.87,75.59,8393.05,8398.55,8478.07,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
